,ensembl_gene_id,uniprot_id
814,ENSG00000148950,Q96LU5
815,ENSG00000149084,Q53GQ0
816,ENSG00000149090,Q6UXH9
817,ENSG00000149311,Q13315
818,ENSG00000149575,O60939
819,ENSG00000151694,P78536
820,ENSG00000154589,Q9Y6Y9
821,ENSG00000154930,Q9NUB1
822,ENSG00000156261,P50990
823,ENSG00000157954,Q9Y4P8
824,ENSG00000162066,Q9Y303
825,ENSG00000162460,A0PJX8
826,ENSG00000162878,Q504Y2
827,ENSG00000163376,Q8NFY9
828,ENSG00000164007,Q8N6F1
829,ENSG00000164253,Q9HAD4
830,ENSG00000165966,Q6ZMN7
831,ENSG00000167419,P22079
832,ENSG00000167634,Q8WX94
833,ENSG00000169154,Q8NHS2
834,ENSG00000171574,Q8IVC4
835,ENSG00000173068,Q6ZN30
836,ENSG00000173480,Q8TAU3
837,ENSG00000173540,Q9Y5P6
838,ENSG00000173889,Q8NDX5
839,ENSG00000174292,Q13470
840,ENSG00000174917,Q5XKP0
841,ENSG00000176083,Q8IZ20
842,ENSG00000177156,P37837
843,ENSG00000178149,Q5D0E6
844,ENSG00000179841,P24588
845,ENSG00000181450,Q5SXM1
846,ENSG00000182944,Q01844
847,ENSG00000183647,Q6P9A1
848,ENSG00000183837,Q9UL41
849,ENSG00000184702,Q99719
850,ENSG00000185739,Q86TD4
851,ENSG00000185825,P51572
852,ENSG00000186994,Q6NY19
853,ENSG00000187815,Q49AA0
854,ENSG00000188175,A8MVW5
855,ENSG00000188313,O15162
856,ENSG00000196352,P08174
857,ENSG00000196504,O75400
858,ENSG00000197070,Q8N5I2
859,ENSG00000197928,Q86XU0
860,ENSG00000198513,Q8WXF7
861,ENSG00000198911,Q12772
862,ENSG00000198939,Q6ZN57
863,ENSG00000206503,P04439
864,ENSG00000217128,Q8TF40
865,ENSG00000218739,A8MTT3
866,ENSG00000221983,P62987
867,ENSG00000226792,A0A1B0GVH6
868,ENSG00000230246,P0DKV0
869,ENSG00000232125,A2CJ06
870,ENSG00000234745,P01889
871,ENSG00000243480,P04746
872,ENSG00000247595,A0A0U1RRN3
873,ENSG00000248767,A0A1W2PRP0
874,ENSG00000254852,E9PIF3
875,ENSG00000256229,Q96H40
876,ENSG00000008838,O75448
877,ENSG00000010244,O43670
878,ENSG00000037241,Q9UNX3
879,ENSG00000048052,Q9UKV0
880,ENSG00000050130,Q9P055
881,ENSG00000059769,Q9H1X3
882,ENSG00000064218,Q9NQL9
883,ENSG00000073584,Q969G3
884,ENSG00000075240,Q6IC98
885,ENSG00000075624,P60709
886,ENSG00000077782,P11362
887,ENSG00000083290,Q8IYT8
888,ENSG00000089639,Q9P107
889,ENSG00000095209,Q9NVV0
890,ENSG00000100109,Q9UBB9
891,ENSG00000100664,P55010
892,ENSG00000101115,Q9UJQ4
893,ENSG00000101349,Q9P286
894,ENSG00000102349,O95600
895,ENSG00000102384,Q92674
896,ENSG00000103018,O43169
897,ENSG00000103051,Q9H9E3
898,ENSG00000104432,P13232
899,ENSG00000104872,Q9NWS0
900,ENSG00000105640,Q02543
901,ENSG00000105676,Q6NXE6
902,ENSG00000105699,Q86X29
903,ENSG00000105825,P48307
904,ENSG00000108591,P55039
905,ENSG00000108771,Q96C10
906,ENSG00000109911,Q96EB1
907,ENSG00000110195,P15328
908,ENSG00000112234,Q9UKA2
909,ENSG00000112473,Q92504
910,ENSG00000112697,Q9NV96
911,ENSG00000112761,O95389
912,ENSG00000113312,Q99614
913,ENSG00000115221,P18564
914,ENSG00000117411,O60909
915,ENSG00000117523,Q9Y520
916,ENSG00000119866,Q9H165
917,ENSG00000122674,P86791
918,ENSG00000124733,Q16626
919,ENSG00000125827,Q9H1E5
920,ENSG00000125944,O43390
921,ENSG00000126088,P06132
922,ENSG00000128059,Q06203
923,ENSG00000128656,P15882
924,ENSG00000128973,Q9NWW5
925,ENSG00000129480,Q96FN9
926,ENSG00000129757,P49918
927,ENSG00000130711,Q9H4Q4
928,ENSG00000130818,Q9BUY5
929,ENSG00000131043,Q9Y312
930,ENSG00000131142,O15444
931,ENSG00000131374,Q92609
932,ENSG00000131845,Q9HCX3
933,ENSG00000133816,O94851
934,ENSG00000134058,P50613
935,ENSG00000134910,P46977
936,ENSG00000135404,P08962
937,ENSG00000135605,P42680
938,ENSG00000136802,Q8IWT6
939,ENSG00000137868,Q9BX79
940,ENSG00000138326,P62847
941,ENSG00000138738,Q9NQX1
942,ENSG00000140199,Q9UHW9
943,ENSG00000140995,Q6ZN54
944,ENSG00000142973,P13584
945,ENSG00000143641,Q10471
946,ENSG00000145675,P27986
947,ENSG00000146574,P86790
948,ENSG00000147481,Q9NSN8
949,ENSG00000149716,Q8WV07
950,ENSG00000151418,Q96LB4
951,ENSG00000152443,Q68DI1
952,ENSG00000152463,Q9NV23
953,ENSG00000153406,Q9HBL8
954,ENSG00000154153,Q9H6L5
955,ENSG00000157796,Q8NEZ3
956,ENSG00000158458,O14511
957,ENSG00000158545,Q86VM9
958,ENSG00000158560,O14576
959,ENSG00000159588,Q96LX7
960,ENSG00000160439,Q8NBN7
961,ENSG00000162302,O75676
962,ENSG00000164053,Q8WXE1
963,ENSG00000164329,Q6PIY7
964,ENSG00000164713,O95415
965,ENSG00000165091,Q8TDI8
966,ENSG00000166598,P14625
967,ENSG00000167881,Q9UHB9
968,ENSG00000170291,Q8TE02
969,ENSG00000171004,Q96MM7
970,ENSG00000171368,O94811
971,ENSG00000172888,Q6ZSS3
972,ENSG00000174473,Q49A17
973,ENSG00000177398,Q5DID0
974,ENSG00000178386,Q9UK11
975,ENSG00000178913,Q15545
976,ENSG00000180488,Q8NAN2
977,ENSG00000181885,O95471
978,ENSG00000182240,Q9Y5Z0
979,ENSG00000183281,Q02325
980,ENSG00000183354,Q5HYC2
981,ENSG00000185359,O14964
982,ENSG00000185619,Q3KNV8
983,ENSG00000186446,Q96CX3
984,ENSG00000187122,O75093
985,ENSG00000187123,Q86Y78
986,ENSG00000187860,Q569K6
987,ENSG00000188321,Q9BR84
988,ENSG00000197124,O95780
989,ENSG00000198879,Q5VUG0
990,ENSG00000204356,P18615
991,ENSG00000205403,P05156
992,ENSG00000213619,O75489
993,ENSG00000214960,A4D126
994,ENSG00000225327,A6NCW0
995,ENSG00000236446,P0C2W7
996,ENSG00000237330,E7ERA6
997,ENSG00000254206,E5RHQ5
998,ENSG00000256061,Q8WXU2
999,ENSG00000260428,Q7RTU7
1000,ENSG00000274211,O14512
1001,ENSG00000284479,A0A1B0GW54
1002,ENSG00000010818,P31629
1003,ENSG00000043143,Q9NQC1
1004,ENSG00000047346,Q32MH5
1005,ENSG00000061337,Q9Y250
1006,ENSG00000062485,O75390
1007,ENSG00000067992,Q15120
1008,ENSG00000068654,O95602
1009,ENSG00000068724,Q9ULT0
1010,ENSG00000071051,O43639
1011,ENSG00000073670,O75078
1012,ENSG00000074803,Q13621
1013,ENSG00000075429,Q9UF02
1014,ENSG00000080493,Q9Y6R1
1015,ENSG00000089597,Q14697
1016,ENSG00000092203,O94842
1017,ENSG00000099860,O75293
1018,ENSG00000100227,Q9BY77
1019,ENSG00000100379,Q8N5Z5
1020,ENSG00000101292,Q8NFJ6
1021,ENSG00000103175,Q9HC57
1022,ENSG00000103316,Q14894
1023,ENSG00000103365,Q9UJY4
1024,ENSG00000103769,P62491
1025,ENSG00000105556,Q8N344
1026,ENSG00000107438,O00151
1027,ENSG00000111215,Q16378
1028,ENSG00000111266,Q9BY84
1029,ENSG00000111731,Q86YS7
1030,ENSG00000112981,P56597
1031,ENSG00000113319,O14827
1032,ENSG00000114503,P52298
1033,ENSG00000114790,Q96DR7
1034,ENSG00000116514,Q6ZMZ0
1035,ENSG00000118702,P01286
1036,ENSG00000118939,P15374
1037,ENSG00000121060,Q14258
1038,ENSG00000121440,Q9UPQ7
1039,ENSG00000124215,Q8IXH8
1040,ENSG00000125166,P00505
1041,ENSG00000126432,P30044
1042,ENSG00000126467,Q9UJT2
1043,ENSG00000127452,Q9NXK8
1044,ENSG00000128294,O60704
1045,ENSG00000128908,Q9ULG1
1046,ENSG00000130175,P14314
1047,ENSG00000131263,Q9NVW2
1048,ENSG00000131495,O43678
1049,ENSG00000131591,Q96HA4
1050,ENSG00000131626,Q13136
1051,ENSG00000131943,Q9NSK7
1052,ENSG00000134444,Q9P260
1053,ENSG00000134812,P27352
1054,ENSG00000135679,Q00987
1055,ENSG00000135821,P15104
1056,ENSG00000136068,O75369
1057,ENSG00000136918,Q5JTN6
1058,ENSG00000137310,Q9Y242
1059,ENSG00000138640,O94988
1060,ENSG00000139508,Q7Z3Q1
1061,ENSG00000141580,Q5MNZ6
1062,ENSG00000142173,P12110
1063,ENSG00000145147,O94813
1064,ENSG00000146147,Q5VWP3
1065,ENSG00000148337,Q9ULV3
1066,ENSG00000150787,Q03393
1067,ENSG00000150991,P0CG48
1068,ENSG00000151665,Q07326
1069,ENSG00000154358,Q5VST9
1070,ENSG00000158290,Q13620
1071,ENSG00000159214,Q8N4L8
1072,ENSG00000159556,Q96A47
1073,ENSG00000162104,O60503
1074,ENSG00000163219,P42331
1075,ENSG00000163512,Q9H6S1
1076,ENSG00000163605,Q9NY27
1077,ENSG00000163684,O95059
1078,ENSG00000164039,Q9BUT1
1079,ENSG00000164048,Q86UQ0
1080,ENSG00000164089,Q8TBG4
1081,ENSG00000164611,O95997
1082,ENSG00000165637,P45880
1083,ENSG00000165861,Q9HBF4
1084,ENSG00000167232,Q05481
1085,ENSG00000167595,Q2NL68
1086,ENSG00000169814,P43251
1087,ENSG00000170634,P14621
1088,ENSG00000171587,O60469
1089,ENSG00000172260,Q7Z3B1
1090,ENSG00000173451,Q9H0W7
1091,ENSG00000173674,P47813
1092,ENSG00000173678,A6NHP3
1093,ENSG00000175344,P36544
1094,ENSG00000176697,P23560
1095,ENSG00000177138,Q8IZU0
1096,ENSG00000179115,Q9Y285
1097,ENSG00000179526,Q9H0F6
1098,ENSG00000180096,Q8WYJ6
1099,ENSG00000182362,P58557
1100,ENSG00000182667,Q9P121
1101,ENSG00000183066,Q6ICG8
1102,ENSG00000183474,Q6P1K8
1103,ENSG00000184923,Q8IVF1
1104,ENSG00000185339,P20062
1105,ENSG00000185813,Q99447
1106,ENSG00000185883,P27449
1107,ENSG00000187049,Q9P0N5
1108,ENSG00000189077,Q9BXJ8
1109,ENSG00000196104,Q9BQ16
1110,ENSG00000196387,P52738
1111,ENSG00000196670,Q8NB50
1112,ENSG00000197696,P08949
1113,ENSG00000198042,Q9BXY0
1114,ENSG00000198258,Q9BZL1
1115,ENSG00000198326,Q8WW34
1116,ENSG00000203989,P0C7M4
1117,ENSG00000204195,Q58HT5
1118,ENSG00000205758,O95825
1119,ENSG00000230031,H3BUK9
1120,ENSG00000230453,A2A2Z9
1121,ENSG00000237957,Q5JQC4
1122,ENSG00000241360,Q96GD0
1123,ENSG00000241399,Q8IX05
1124,ENSG00000243156,Q7RTP6
1125,ENSG00000284753,P0DPD7
1126,ENSG00000015285,P42768
1127,ENSG00000023839,Q92887
1128,ENSG00000044524,P29320
1129,ENSG00000050555,Q9Y6N6
1130,ENSG00000059915,A5PKW4
1131,ENSG00000067840,Q76G19
1132,ENSG00000068885,Q9P2H3
1133,ENSG00000069966,O14775
1134,ENSG00000075856,Q15020
1135,ENSG00000076706,P43121
1136,ENSG00000085831,Q5SRH9
1137,ENSG00000093167,Q9Y608
1138,ENSG00000100097,P09382
1139,ENSG00000100300,P30536
1140,ENSG00000100522,Q96EK6
1141,ENSG00000100557,Q9NVL8
1142,ENSG00000101473,O14734
1143,ENSG00000102312,Q9H237
1144,ENSG00000102316,Q9UNF1
1145,ENSG00000103855,Q5ZPR3
1146,ENSG00000104131,O75822
1147,ENSG00000104936,Q09013
1148,ENSG00000105290,P51693
1149,ENSG00000105971,P51636
1150,ENSG00000108946,P10644
1151,ENSG00000110693,P35712
1152,ENSG00000110841,Q86W92
1153,ENSG00000111602,Q9UNS1
1154,ENSG00000112812,Q9NQE7
1155,ENSG00000113272,Q9NWX6
1156,ENSG00000117020,Q9Y243
1157,ENSG00000121417,Q13398
1158,ENSG00000124496,Q96PN7
1159,ENSG00000125675,P42263
1160,ENSG00000125871,Q9BQP7
1161,ENSG00000126067,P49721
1162,ENSG00000127914,Q99996
1163,ENSG00000129455,O60259
1164,ENSG00000129691,Q9UBL3
1165,ENSG00000130702,O15230
1166,ENSG00000130731,Q96S19
1167,ENSG00000130762,Q5VV41
1168,ENSG00000130856,Q9UL36
1169,ENSG00000133107,Q9UBN4
1170,ENSG00000134183,P19087
1171,ENSG00000135148,O14545
1172,ENSG00000135972,P82933
1173,ENSG00000136856,Q9NY64
1174,ENSG00000138028,Q99674
1175,ENSG00000138080,Q9Y6C2
1176,ENSG00000138744,Q02083
1177,ENSG00000139842,Q13619
1178,ENSG00000140525,Q9NVI1
1179,ENSG00000141002,Q9BQ70
1180,ENSG00000142405,P59046
1181,ENSG00000142606,Q495T6
1182,ENSG00000144451,Q8N0X2
1183,ENSG00000144681,Q99469
1184,ENSG00000145826,O14960
1185,ENSG00000146576,Q96N11
1186,ENSG00000146828,Q9BXP2
1187,ENSG00000147689,Q86UY5
1188,ENSG00000147889,P42771
1189,ENSG00000147889,Q8N726
1190,ENSG00000151465,O75794
1191,ENSG00000151883,Q8N3A8
1192,ENSG00000153140,O15182
1193,ENSG00000154511,Q5T7M9
1194,ENSG00000154582,Q15369
1195,ENSG00000154646,P98073
1196,ENSG00000154723,P18859
1197,ENSG00000154914,Q70EL4
1198,ENSG00000155097,P21283
1199,ENSG00000156299,Q13009
1200,ENSG00000157212,Q6ZW49
1201,ENSG00000157881,Q9NVE7
1202,ENSG00000158161,Q99504
1203,ENSG00000161547,Q01130
1204,ENSG00000162669,A2PYH4
1205,ENSG00000163794,P55089
1206,ENSG00000163820,Q9BQS8
1207,ENSG00000163888,Q96S95
1208,ENSG00000164111,P08758
1209,ENSG00000164318,Q63HQ2
1210,ENSG00000165650,Q8NEN9
1211,ENSG00000166002,Q9NRQ5
1212,ENSG00000166289,Q96S99
1213,ENSG00000167323,Q13586
1214,ENSG00000168209,Q9NX09
1215,ENSG00000168385,Q15019
1216,ENSG00000168395,Q8WYH8
1217,ENSG00000168434,P83436
1218,ENSG00000170006,Q6P9G4
1219,ENSG00000173214,Q5TF39
1220,ENSG00000173757,P51692
1221,ENSG00000174306,Q9H4I2
1222,ENSG00000176371,Q7Z7L9
1223,ENSG00000176896,Q8N8B7
1224,ENSG00000178826,Q8IV31
1225,ENSG00000180697,Q8N5N4
1226,ENSG00000182149,P53990
1227,ENSG00000182489,Q6PP77
1228,ENSG00000183317,Q5JZY3
1229,ENSG00000184009,P63261
1230,ENSG00000184014,Q6IQ26
1231,ENSG00000186867,Q96P65
1232,ENSG00000187559,Q6VB84
1233,ENSG00000188629,Q13360
1234,ENSG00000189283,P49789
1235,ENSG00000196172,Q96N22
1236,ENSG00000196422,Q5T8A7
1237,ENSG00000196433,P46597
1238,ENSG00000197448,Q9Y2Q3
1239,ENSG00000197892,Q9NQT8
1240,ENSG00000205084,Q9H6L2
1241,ENSG00000211455,Q9Y2H1
1242,ENSG00000222036,A6NI47
1243,ENSG00000223573,A0A2R8Y7D0
1244,ENSG00000228486,A0A1B0GVN3
1245,ENSG00000242550,P48595
1246,ENSG00000243279,O60831
1247,ENSG00000244355,O95868
1248,ENSG00000244588,Q9H4I0
1249,ENSG00000248712,Q494R4
1250,ENSG00000249104,D6RBQ6
1251,ENSG00000269404,Q01892
1252,ENSG00000286095,A0A087WV53
1253,ENSG00000007541,Q9BRB3
1254,ENSG00000010404,P22304
1255,ENSG00000049449,Q15293
1256,ENSG00000054219,O60449
1257,ENSG00000065135,P08754
1258,ENSG00000066336,P17947
1259,ENSG00000066923,Q9UJ98
1260,ENSG00000086288,Q8N427
1261,ENSG00000086730,Q9GZY6
1262,ENSG00000089006,Q9Y5X3
1263,ENSG00000092140,Q7L622
1264,ENSG00000096872,Q96LB3
1265,ENSG00000097046,O00311
1266,ENSG00000100325,Q9H1I8
1267,ENSG00000101888,Q9NPJ8
1268,ENSG00000105321,Q9Y3X0
1269,ENSG00000105341,Q9NW81
1270,ENSG00000109762,Q9H3E2
1271,ENSG00000109944,Q6NUN7
1272,ENSG00000111644,Q8NEB7
1273,ENSG00000112319,O95677
1274,ENSG00000113649,O14776
1275,ENSG00000113916,P41182
1276,ENSG00000114391,P83731
1277,ENSG00000114757,Q8IYB4
1278,ENSG00000116774,Q9NRN5
1279,ENSG00000118515,O00141
1280,ENSG00000124532,Q9HD23
1281,ENSG00000125347,P10914
1282,ENSG00000125352,O15541
1283,ENSG00000127948,P16435
1284,ENSG00000127993,Q5RL73
1285,ENSG00000129167,P17752
1286,ENSG00000129170,P50461
1287,ENSG00000129562,P61803
1288,ENSG00000131059,Q9BQP9
1289,ENSG00000131127,Q15928
1290,ENSG00000131446,P26572
1291,ENSG00000131469,P61353
1292,ENSG00000131966,Q9NZ32
1293,ENSG00000132196,P56937
1294,ENSG00000132661,Q9UKK6
1295,ENSG00000132698,P57735
1296,ENSG00000133393,Q96NB1
1297,ENSG00000133640,Q96JM4
1298,ENSG00000134571,Q14896
1299,ENSG00000136888,O75348
1300,ENSG00000136933,Q7Z6M1
1301,ENSG00000136997,P01106
1302,ENSG00000137819,Q9NXK6
1303,ENSG00000138107,P61163
1304,ENSG00000138303,Q8N9N2
1305,ENSG00000138772,P12429
1306,ENSG00000139865,Q86TZ1
1307,ENSG00000140932,Q8TAZ6
1308,ENSG00000141985,Q99961
1309,ENSG00000143742,P49458
1310,ENSG00000144867,Q9Y5M8
1311,ENSG00000144935,P48995
1312,ENSG00000146094,Q7L591
1313,ENSG00000146409,Q6NT16
1314,ENSG00000147854,Q96PU4
1315,ENSG00000148187,Q96E11
1316,ENSG00000149243,Q6PF15
1317,ENSG00000150764,Q155Q3
1318,ENSG00000151240,Q9Y2E4
1319,ENSG00000151468,Q9BQI4
1320,ENSG00000151576,Q9H974
1321,ENSG00000151702,Q01543
1322,ENSG00000152104,Q15678
1323,ENSG00000152256,Q15118
1324,ENSG00000152749,Q86V85
1325,ENSG00000154727,Q06546
1326,ENSG00000156381,Q96BM1
1327,ENSG00000156564,Q9ULH4
1328,ENSG00000157617,Q9Y426
1329,ENSG00000158022,Q969Q1
1330,ENSG00000160294,O60318
1331,ENSG00000160336,Q86XN6
1332,ENSG00000161048,Q6IQ20
1333,ENSG00000162520,Q9H7C4
1334,ENSG00000162545,Q7Z7J9
1335,ENSG00000163462,Q7Z4K8
1336,ENSG00000165457,P14207
1337,ENSG00000166359,Q6ZMY6
1338,ENSG00000167549,Q6QEF8
1339,ENSG00000167822,Q8NGG0
1340,ENSG00000168350,Q6QHC5
1341,ENSG00000168393,P23919
1342,ENSG00000169018,Q9UK73
1343,ENSG00000172053,P47897
1344,ENSG00000172724,Q99731
1345,ENSG00000173065,Q8WU58
1346,ENSG00000173276,Q9ULJ3
1347,ENSG00000174332,Q8NBF1
1348,ENSG00000175764,Q8NHH1
1349,ENSG00000176890,P04818
1350,ENSG00000177103,Q8TD84
1351,ENSG00000177455,P15391
1352,ENSG00000178409,Q5T5X7
1353,ENSG00000180138,Q8N752
1354,ENSG00000181852,Q9H4P4
1355,ENSG00000182150,Q5T890
1356,ENSG00000184560,Q0P670
1357,ENSG00000185792,Q7RTR0
1358,ENSG00000186687,Q5U5X0
1359,ENSG00000187713,Q969S6
1360,ENSG00000196924,P21333
1361,ENSG00000198298,Q8NCK3
1362,ENSG00000198551,Q7L945
1363,ENSG00000203883,P35713
1364,ENSG00000204514,B7Z6K7
1365,ENSG00000204843,Q14203
1366,ENSG00000205138,A6NFY7
1367,ENSG00000213402,Q14761
1368,ENSG00000215262,A8MYU2
1369,ENSG00000224107,P0DPP9
1370,ENSG00000226763,B3KS81
1371,ENSG00000232629,P05538
1372,ENSG00000234719,A6NJ64
1373,ENSG00000237190,Q96HQ2
1374,ENSG00000241484,P85298
1375,ENSG00000249915,O75340
1376,ENSG00000253304,Q69YZ2
1377,ENSG00000256771,O75346
1378,ENSG00000276231,Q5UE93
1379,ENSG00000278522,A0JP26
1380,ENSG00000006576,Q8N3S3
1381,ENSG00000015479,P43243
1382,ENSG00000016402,Q9UHF4
1383,ENSG00000047648,O43182
1384,ENSG00000054148,Q9NRX4
1385,ENSG00000055044,Q9Y2X3
1386,ENSG00000063046,P23588
1387,ENSG00000065665,Q9H9S3
1388,ENSG00000072201,Q8TBB1
1389,ENSG00000075292,Q14966
1390,ENSG00000088451,O95455
1391,ENSG00000089356,Q14802
1392,ENSG00000099308,O60307
1393,ENSG00000100292,P09601
1394,ENSG00000100565,Q0VAA2
1395,ENSG00000101049,Q9HBY8
1396,ENSG00000102387,Q5H9L4
1397,ENSG00000103534,Q6UXY8
1398,ENSG00000103549,O75150
1399,ENSG00000104129,Q9NVM6
1400,ENSG00000104635,Q15043
1401,ENSG00000105613,Q9Y2H9
1402,ENSG00000105771,Q9H0W8
1403,ENSG00000109089,Q86X02
1404,ENSG00000111653,Q9UNL4
1405,ENSG00000113396,Q9Y2P4
1406,ENSG00000114349,P11488
1407,ENSG00000116833,O00482
1408,ENSG00000116898,P82914
1409,ENSG00000117598,Q32ZL2
1410,ENSG00000119227,Q86VD9
1411,ENSG00000122543,P0CE72
1412,ENSG00000124237,Q9H1P6
1413,ENSG00000125434,Q3KQZ1
1414,ENSG00000125734,Q9NPR9
1415,ENSG00000126217,O15068
1416,ENSG00000126787,Q15398
1417,ENSG00000127533,Q96RI0
1418,ENSG00000130766,P58004
1419,ENSG00000132199,Q7L5Y1
1420,ENSG00000132329,O60894
1421,ENSG00000132549,Q7Z7G8
1422,ENSG00000132912,Q9UJW0
1423,ENSG00000133104,Q8N0X7
1424,ENSG00000134216,Q9BZP6
1425,ENSG00000135437,Q92781
1426,ENSG00000136026,Q07065
1427,ENSG00000136931,Q13285
1428,ENSG00000137331,P46695
1429,ENSG00000137941,Q6ZT98
1430,ENSG00000138100,Q9BYV2
1431,ENSG00000141098,Q3B7J2
1432,ENSG00000144671,Q9Y267
1433,ENSG00000145780,Q96JP0
1434,ENSG00000146670,Q96FF9
1435,ENSG00000147416,P21281
1436,ENSG00000147573,Q9BYV6
1437,ENSG00000148541,Q8NE31
1438,ENSG00000149115,Q9C0C2
1439,ENSG00000150201,P59646
1440,ENSG00000150907,Q12778
1441,ENSG00000152944,Q13503
1442,ENSG00000153012,Q8N0V4
1443,ENSG00000155926,Q13239
1444,ENSG00000158850,O60512
1445,ENSG00000159079,P57076
1446,ENSG00000160179,P45844
1447,ENSG00000160201,Q01081
1448,ENSG00000160882,P15538
1449,ENSG00000161649,Q6UXG3
1450,ENSG00000163395,Q86VF2
1451,ENSG00000164024,P53582
1452,ENSG00000164109,Q13257
1453,ENSG00000164347,Q969S9
1454,ENSG00000165233,Q96LW7
1455,ENSG00000165816,Q5GFL6
1456,ENSG00000166262,Q96M60
1457,ENSG00000166341,Q96JQ0
1458,ENSG00000166716,Q92610
1459,ENSG00000167103,Q5T9C9
1460,ENSG00000167216,Q8IYT4
1461,ENSG00000167615,Q96PV6
1462,ENSG00000167880,Q92817
1463,ENSG00000169062,Q9H1J1
1464,ENSG00000169249,Q15696
1465,ENSG00000169682,Q9H2V7
1466,ENSG00000170364,Q53H47
1467,ENSG00000170500,Q1L5Z9
1468,ENSG00000171060,Q6P047
1469,ENSG00000172115,P99999
1470,ENSG00000172354,P62879
1471,ENSG00000173875,Q3KP31
1472,ENSG00000174348,Q7Z5L7
1473,ENSG00000174652,Q14584
1474,ENSG00000174705,A1X283
1475,ENSG00000176171,Q12983
1476,ENSG00000176358,Q86UU9
1477,ENSG00000176731,Q8N0T1
1478,ENSG00000178358,Q8NGH3
1479,ENSG00000179057,Q8N9C0
1480,ENSG00000179598,Q8N2A8
1481,ENSG00000179912,Q9Y2K5
1482,ENSG00000180198,P18754
1483,ENSG00000180353,P14317
1484,ENSG00000181847,Q495A1
1485,ENSG00000183397,A6NCJ1
1486,ENSG00000184108,Q8N9V2
1487,ENSG00000184368,Q96T17
1488,ENSG00000184659,Q8WXT5
1489,ENSG00000184967,Q9BVI4
1490,ENSG00000186513,Q8NGE9
1491,ENSG00000188037,P35523
1492,ENSG00000188107,Q5T1H1
1493,ENSG00000188199,A6NNL0
1494,ENSG00000188735,A0PK00
1495,ENSG00000198363,Q12797
1496,ENSG00000198553,Q8N5I3
1497,ENSG00000198915,Q8N9B8
1498,ENSG00000204186,Q9HCK1
1499,ENSG00000204920,Q12901
1500,ENSG00000223443,Q6R6M4
1501,ENSG00000231274,P0C264
1502,ENSG00000240583,P29972
1503,ENSG00000249961,Q8NA31
1504,ENSG00000286038,A0A494C0Z2
1505,ENSG00000011007,Q14241
1506,ENSG00000066084,Q9P265
1507,ENSG00000071909,Q8WXR4
1508,ENSG00000072315,Q9UL62
1509,ENSG00000074201,P54105
1510,ENSG00000077157,O60237
1511,ENSG00000077232,Q8IXB1
1512,ENSG00000080603,Q6ZRS2
1513,ENSG00000082515,Q9NWU5
1514,ENSG00000083123,P21953
1515,ENSG00000084693,Q8NDL9
1516,ENSG00000084731,O14782
1517,ENSG00000099994,Q9UGT4
1518,ENSG00000100425,O95696
1519,ENSG00000100485,Q07890
1520,ENSG00000101132,Q9NQP4
1521,ENSG00000103313,O15553
1522,ENSG00000104427,Q96GY0
1523,ENSG00000105173,P24864
1524,ENSG00000105778,Q8NBF6
1525,ENSG00000106733,Q9NWW6
1526,ENSG00000107036,Q4ADV7
1527,ENSG00000107779,P36894
1528,ENSG00000108788,Q9UH92
1529,ENSG00000109758,Q04756
1530,ENSG00000110318,Q9P2H0
1531,ENSG00000111404,Q9H628
1532,ENSG00000111537,P01579
1533,ENSG00000113456,O60671
1534,ENSG00000113966,Q9H0F7
1535,ENSG00000116237,O60725
1536,ENSG00000118557,Q8TBY8
1537,ENSG00000118689,O43524
1538,ENSG00000119655,P61916
1539,ENSG00000119912,P14735
1540,ENSG00000120458,Q6P1R3
1541,ENSG00000120800,O75691
1542,ENSG00000120925,Q96K19
1543,ENSG00000123329,Q9BRR9
1544,ENSG00000124140,Q9H2X9
1545,ENSG00000124172,P56381
1546,ENSG00000124479,Q00604
1547,ENSG00000124780,Q96T54
1548,ENSG00000124787,O75818
1549,ENSG00000129515,Q9UNH7
1550,ENSG00000131236,Q01518
1551,ENSG00000131864,Q9HBJ7
1552,ENSG00000133321,Q9UL19
1553,ENSG00000135902,Q07001
1554,ENSG00000135966,Q8WUH2
1555,ENSG00000136111,O60343
1556,ENSG00000137177,Q9H1H9
1557,ENSG00000139220,O75334
1558,ENSG00000140600,Q99963
1559,ENSG00000140948,Q8WYQ9
1560,ENSG00000143543,O76095
1561,ENSG00000143632,P68133
1562,ENSG00000146090,Q8N431
1563,ENSG00000149218,O94919
1564,ENSG00000151247,P06730
1565,ENSG00000151461,Q9HAU5
1566,ENSG00000152193,Q5W0B1
1567,ENSG00000152611,Q8WWF8
1568,ENSG00000153495,Q8N6K0
1569,ENSG00000160691,P29353
1570,ENSG00000162341,Q8NHX9
1571,ENSG00000162746,Q6BAA4
1572,ENSG00000163798,Q9BWU0
1573,ENSG00000165905,Q8N3Y3
1574,ENSG00000166342,Q8TDF5
1575,ENSG00000166902,Q9NX20
1576,ENSG00000168734,Q9Y2B9
1577,ENSG00000168826,Q6ZSB9
1578,ENSG00000168872,Q9NUU7
1579,ENSG00000169246,Q92617
1580,ENSG00000170502,Q9BW91
1581,ENSG00000170949,Q9HCG1
1582,ENSG00000172172,Q9BYD1
1583,ENSG00000172322,Q5QGZ9
1584,ENSG00000172725,Q9BR76
1585,ENSG00000172828,Q6UWW8
1586,ENSG00000172932,Q6ZTN6
1587,ENSG00000173349,Q587I9
